"DEPARTAMENTO","MUNICIPIO","CODIGO DANE","ARMAS MEDIOS","FECHA HECHO","GENERO","GRUPO ETARIO","CANTIDAD"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","30/01/2025","FEMENINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","15/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/01/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/02/2025","FEMENINO","ADULTOS","5"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","04/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","07/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","09/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Quinchía","66594000","SIN EMPLEO DE ARMAS","09/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","09/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/02/2025","FEMENINO","ADULTOS","4"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","06/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/02/2025","FEMENINO","ADULTOS","4"
"RISARALDA","Guática","66318000","SIN EMPLEO DE ARMAS","01/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/02/2025","FEMENINO","ADULTOS","6"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/02/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Guática","66318000","SIN EMPLEO DE ARMAS","14/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/02/2025","FEMENINO","ADULTOS","4"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/02/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","19/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","14/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/02/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","16/02/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/02/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/02/2025",,,"1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","22/02/2025",,,"1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","22/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","24/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","15/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Apía","66045000","SIN EMPLEO DE ARMAS","16/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","17/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","31/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","29/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","22/02/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Apía","66045000","SIN EMPLEO DE ARMAS","02/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/01/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","28/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/02/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","02/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","20/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Guática","66318000","SIN EMPLEO DE ARMAS","20/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","06/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","21/02/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/01/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","03/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","04/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","17/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","07/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","02/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","05/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","08/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","09/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","07/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","10/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Mistrató","66456000","SIN EMPLEO DE ARMAS","09/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","01/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","04/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","13/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","24/02/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","19/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","14/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","12/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","10/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Quinchía","66594000","SIN EMPLEO DE ARMAS","16/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","17/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/03/2025","FEMENINO","ADULTOS","4"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","28/02/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","16/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","19/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","08/03/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","19/03/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","28/02/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","05/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","23/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","06/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","21/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","21/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","22/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","03/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Apía","66045000","SIN EMPLEO DE ARMAS","22/02/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","24/02/2025",,"ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","13/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/03/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","23/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/03/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","24/03/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","23/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","21/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","26/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","27/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","25/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/01/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","15/01/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","01/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","25/03/2025","MASCULINO","ADOLESCENTES","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","02/04/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","04/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pueblo Rico","66572000","SIN EMPLEO DE ARMAS","11/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","07/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","07/04/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","09/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/04/2025","FEMENINO","ADULTOS","4"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","06/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","26/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Apía","66045000","SIN EMPLEO DE ARMAS","02/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","17/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","18/03/2025","MASCULINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","08/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","08/04/2025","MASCULINO","ADULTOS","2"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","18/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","06/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","18/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","15/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","10/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","11/04/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","28/02/2025","FEMENINO","MENORES","1"
"RISARALDA","Apía","66045000","SIN EMPLEO DE ARMAS","03/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","16/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","04/04/2025","FEMENINO","ADULTOS","3"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","09/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","12/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/04/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","12/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","29/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","13/04/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","14/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","01/04/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","14/04/2025","MASCULINO","ADULTOS","1"
"RISARALDA","La Virginia","66400000","SIN EMPLEO DE ARMAS","16/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Santa Rosa de Cabal","66682000","SIN EMPLEO DE ARMAS","15/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","14/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Marsella","66440000","SIN EMPLEO DE ARMAS","27/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","16/04/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","30/03/2025","FEMENINO","ADULTOS","2"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","03/04/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","22/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","17/03/2025","MASCULINO","ADULTOS","1"
"RISARALDA","Pereira (CT)","66001000","SIN EMPLEO DE ARMAS","20/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Dosquebradas","66170000","SIN EMPLEO DE ARMAS","01/03/2025","FEMENINO","ADULTOS","1"
"RISARALDA","Belén de Umbría","66088000","SIN EMPLEO DE ARMAS","22/04/2025","FEMENINO","ADULTOS","1"
